budget,revenue,vote_average,vote_count,imdbID,Title,Year,Genre,Metascore,imdbRating,studio_type,audience_score,metascore_10,gap
4000000,15700000,7.022,6958,tt3464902,The Lobster,2015,"Drama, Romance, Sci-Fi",82.0,7.1,indie,7.061,8.2,-1.1389999999999993
20000000,84426031,7.05,6910,tt0293429,Mortal Kombat,2021,"Action, Adventure, Fantasy",44.0,6.1,indie,6.574999999999999,4.4,2.174999999999999
40000000,332103783,7.844,6907,tt3281548,Little Women,2019,"Drama, Romance",91.0,7.8,indie,7.822,9.1,-1.2779999999999996
5000000,23123592,7.889,6885,tt3553976,Captain Fantastic,2016,"Comedy, Drama",72.0,7.8,indie,7.8445,7.2,0.6444999999999999
144000000,229147509,5.343,6831,tt1289401,Ghostbusters,2016,"Action, Comedy, Fantasy",60.0,6.8,indie,6.0715,6.0,0.07150000000000034
200000000,1698863816,7.544,6814,tt22022452,Inside Out 2,2024,"Animation, Adventure, Comedy",73.0,7.5,indie,7.522,7.3,0.22200000000000042
170000000,387300138,6.691,6793,tt3741700,Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",48.0,6.0,indie,6.3454999999999995,4.8,1.5454999999999997
30000000,176586701,6.895,6730,tt1959563,The Hitman's Bodyguard,2017,"Action, Comedy, Crime",47.0,6.9,indie,6.8975,4.7,2.1975
22000000,115171795,7.661,6711,tt8367814,The Gentlemen,2019,"Action, Comedy, Crime",51.0,7.8,indie,7.730499999999999,5.1,2.6304999999999996
21000000,0,7.226,6707,tt7846844,Enola Holmes,2020,"Adventure, Crime, Drama",68.0,6.6,indie,6.913,6.8,0.11300000000000043
75000000,220021259,6.1,6704,tt3062096,Inferno,2016,"Action, Adventure, Crime",42.0,6.2,indie,6.15,4.2,1.9500000000000002
30000000,100014025,6.4,6689,tt2406566,Atomic Blonde,2017,"Action, Thriller",63.0,6.7,indie,6.550000000000001,6.3,0.2500000000000009
65000000,0,7.289,6685,tt8936646,Extraction,2020,"Action, Crime, Thriller",56.0,6.8,indie,7.044499999999999,5.6,1.4444999999999997
145000000,521170825,6.93,6669,tt2267968,Kung Fu Panda 3,2016,"Animation, Action, Adventure",66.0,7.1,indie,7.015,6.6,0.41500000000000004
39000000,206444123,7.346,6620,tt7069210,The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller",53.0,6.2,indie,6.773,5.3,1.4729999999999999
165000000,389681935,5.368,6529,tt1628841,Independence Day: Resurgence,2016,"Action, Adventure, Sci-Fi",32.0,5.2,indie,5.284000000000001,3.2,2.0840000000000005
160000000,178143,6.73,6518,tt7991608,Red Notice,2021,"Action, Comedy, Thriller",37.0,6.3,indie,6.515000000000001,3.7,2.8150000000000004
20000000,27975429,7.144,6483,tt1536537,What Happened to Monday,2017,"Action, Crime, Fantasy",47.0,6.8,indie,6.9719999999999995,4.7,2.2719999999999994
175000000,383925276,6.865,6478,tt3606752,Cars 3,2017,"Animation, Adventure, Comedy",59.0,6.7,indie,6.782500000000001,5.9,0.8825000000000003
90000000,162400000,6.496,6478,tt2404435,The Magnificent Seven,2016,"Action, Adventure, Drama",54.0,6.9,indie,6.698,5.4,1.298
9000000,79000000,7.553,6466,tt4034228,Manchester by the Sea,2016,Drama,96.0,7.8,indie,7.6765,9.6,-1.9234999999999998
120000000,167977596,4.434,6464,tt1502712,Fantastic Four,2015,"Action, Adventure, Sci-Fi",27.0,4.3,indie,4.367,2.7,1.6669999999999998
65000000,235666219,6.83,6453,tt3079380,Spy,2015,"Action, Comedy",75.0,7.0,indie,6.915,7.5,-0.585
50000000,216972543,6.418,6410,tt1489889,Central Intelligence,2016,"Action, Comedy, Crime",52.0,6.3,indie,6.359,5.2,1.1589999999999998
35000000,79628200,7.177,6404,tt9764362,The Menu,2022,"Comedy, Horror, Thriller",71.0,7.2,indie,7.1884999999999994,7.1,0.0884999999999998
69000000,151572634,6.534,6400,tt2873282,Red Sparrow,2018,"Action, Drama, Thriller",53.0,6.6,indie,6.567,5.3,1.2670000000000003
37000000,117501013,6.846,6363,tt2704998,Game Night,2018,"Action, Adventure, Comedy",66.0,6.9,indie,6.873,6.6,0.2730000000000006
7000000,144492724,7.091,6355,tt1051906,The Invisible Man,2020,"Drama, Horror, Mystery",72.0,7.1,indie,7.0954999999999995,7.2,-0.1045000000000007
42000000,122810399,6.895,6343,tt1560220,Zombieland: Double Tap,2019,"Action, Comedy, Horror",55.0,6.7,indie,6.797499999999999,5.5,1.2974999999999994
78000000,331982078,8.314,6336,tt29623480,The Wild Robot,2024,"Animation, Adventure, Family",85.0,8.2,indie,8.257,8.5,-0.24300000000000033
17000000,66316289,7.968,6293,tt5164432,"Love, Simon",2018,"Comedy, Drama, Romance",72.0,7.5,indie,7.734,7.2,0.5339999999999998
120000000,415484914,6.4,6272,tt4196776,Jason Bourne,2016,"Action, Thriller",58.0,6.6,indie,6.5,5.8,0.7000000000000002
11000000,53900000,7.468,6235,tt5580036,"I, Tonya",2017,"Biography, Comedy, Drama",77.0,7.5,indie,7.484,7.7,-0.2160000000000002
17500000,77316812,7.131,6233,tt17526714,The Substance,2024,"Drama, Horror, Sci-Fi",78.0,7.2,indie,7.1655,7.8,-0.6345000000000001
40000000,103966489,7.575,6189,tt11083552,Wrath of Man,2021,"Action, Crime, Thriller",57.0,7.1,indie,7.3375,5.7,1.6375000000000002
80000000,473200000,6.765,6183,tt2510894,Hotel Transylvania 2,2015,"Animation, Adventure, Comedy",44.0,6.6,indie,6.682499999999999,4.4,2.282499999999999
45000000,173200000,6.44,6086,tt3631112,The Girl on the Train,2016,"Crime, Drama, Mystery",48.0,6.5,indie,6.470000000000001,4.8,1.6700000000000008
38000000,109906372,5.938,6081,tt2304933,The 5th Wave,2016,"Action, Adventure, Sci-Fi",33.0,5.2,indie,5.569,3.3,2.269
175000000,332207671,6.749,6077,tt1979388,The Good Dinosaur,2015,"Animation, Action, Adventure",66.0,6.7,indie,6.7245,6.6,0.12450000000000028
62000000,190400157,6.795,6055,tt3766354,The Equalizer 2,2018,"Action, Crime, Mystery",50.0,6.7,indie,6.7475000000000005,5.0,1.7475000000000005
15000000,306592201,6.609,6034,tt5140878,Annabelle: Creation,2017,"Horror, Mystery, Thriller",62.0,6.5,indie,6.5545,6.2,0.3544999999999998
90000000,0,6.162,6010,tt5519340,Bright,2017,"Action, Fantasy, Thriller",29.0,6.3,indie,6.231,2.9,3.331
7000000,40300000,7.995,6001,tt4481414,Gifted,2017,Drama,60.0,7.6,indie,7.797499999999999,6.0,1.7974999999999994
15000000,64200000,7.542,5978,tt0810819,The Danish Girl,2015,"Biography, Drama",66.0,7.1,indie,7.321,6.6,0.7210000000000001
15000000,95918706,7.486,5966,tt5083738,The Favourite,2018,"Biography, Comedy, Drama",91.0,7.5,indie,7.493,9.1,-1.6069999999999993
7000000,92600000,8.216,5959,tt6472976,Five Feet Apart,2019,"Drama, Romance",53.0,7.2,indie,7.708,5.3,2.4080000000000004
175000000,21813358,7.334,5952,tt8097030,Turning Red,2022,"Animation, Adventure, Comedy",83.0,6.9,indie,7.117,8.3,-1.1830000000000007
200000000,476071180,6.225,5939,tt10954600,Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Comedy",48.0,6.0,indie,6.1125,4.8,1.3125
30000000,91709827,7.364,5875,tt1798684,Southpaw,2015,"Action, Drama, Sport",57.0,7.3,indie,7.332,5.7,1.6319999999999997
11000000,44998252,7.439,5849,tt5362988,Wind River,2017,"Crime, Drama, Mystery",73.0,7.7,indie,7.5695,7.3,0.26949999999999985
50000000,214200000,7.038,5846,tt6343314,Creed II,2018,"Action, Drama, Sport",66.0,7.1,indie,7.069,6.6,0.4690000000000003
0,0,7.045,5720,tt9243946,El Camino,2019,"Crime, Drama, Thriller",72.0,7.3,indie,7.172499999999999,7.2,-0.027500000000000746
6000000,57615777,7.092,5688,tt7798634,Ready or Not,2019,"Action, Comedy, Horror",64.0,6.9,indie,6.996,6.4,0.5960000000000001
11000000,18262464,7.466,5630,tt7984734,The Lighthouse,2019,"Drama, Fantasy, Horror",83.0,7.4,indie,7.433,8.3,-0.8670000000000009
35000000,117607117,7.637,5595,tt14230458,Poor Things,2023,"Comedy, Drama, Romance",88.0,7.7,indie,7.6685,8.8,-1.1315000000000008
60000000,113231078,5.801,5584,tt1648190,The Dark Tower,2017,"Action, Adventure, Drama",34.0,5.6,indie,5.7005,3.4,2.3005
36000000,88528280,7.218,5578,tt4682786,Collateral Beauty,2016,"Drama, Romance",23.0,6.8,indie,7.009,2.3,4.7090000000000005
30000000,150847207,7.356,5570,tt4555426,Darkest Hour,2017,"Biography, Drama, History",75.0,7.4,indie,7.378,7.5,-0.12199999999999989
14000000,47990414,7.15,5481,tt10362466,After We Collided,2020,"Drama, Romance",14.0,5.1,indie,6.125,1.4,4.725
35000000,72991435,7.846,5474,tt5104604,Isle of Dogs,2018,"Animation, Adventure, Comedy",82.0,7.8,indie,7.823,8.2,-0.3769999999999989
19000000,50023780,7.168,5459,tt5727208,Uncut Gems,2019,"Crime, Drama, Thriller",93.0,7.4,indie,7.284000000000001,9.3,-2.016
15000000,24121245,7.149,5444,tt4276820,The Founder,2016,"Biography, Drama",66.0,7.2,indie,7.1745,6.6,0.5745000000000005
200000000,496444308,7.589,5435,tt15789038,Elemental,2023,"Animation, Adventure, Comedy",58.0,7.0,indie,7.2945,5.8,1.4945000000000004
34000000,52300000,7.127,5429,tt7737786,Greenland,2020,"Action, Adventure, Thriller",64.0,6.4,indie,6.7635000000000005,6.4,0.36350000000000016
110000000,253890701,5.892,5420,tt2283336,Men in Black: International,2019,"Action, Adventure, Comedy",38.0,5.6,indie,5.746,3.8,1.9460000000000006
150000000,290061297,6.125,5409,tt2557478,Pacific Rim: Uprising,2018,"Action, Adventure, Sci-Fi",44.0,5.6,indie,5.8625,4.4,1.4624999999999995
17000000,119100758,6.358,5373,tt4052882,The Shallows,2016,"Drama, Horror, Thriller",59.0,6.3,indie,6.329,5.9,0.4289999999999994
42000000,39861118,6.677,5295,tt1634106,Bloodshot,2020,"Action, Adventure, Sci-Fi",44.0,5.7,indie,6.1884999999999994,4.4,1.788499999999999
55000000,74700000,6.663,5290,tt2554274,Crimson Peak,2015,"Drama, Horror, Mystery",66.0,6.5,indie,6.5815,6.6,-0.018499999999999517
150000000,0,6.333,5230,tt8106534,6 Underground,2019,"Action, Thriller",41.0,6.1,indie,6.2165,4.1,2.1165000000000003
5000000,98450062,6.318,5230,tt3567288,The Visit,2015,"Horror, Mystery, Thriller",55.0,6.3,indie,6.308999999999999,5.5,0.8089999999999993
75000000,204445747,7.316,5227,tt4513678,Ghostbusters: Afterlife,2021,"Adventure, Comedy, Fantasy",45.0,7.0,indie,7.1579999999999995,4.5,2.6579999999999995
88000000,160542134,5.623,5201,tt3829266,The Predator,2018,"Action, Adventure, Sci-Fi",48.0,5.3,indie,5.4615,4.8,0.6615000000000002
12000000,85500000,6.155,5199,tt3622592,Paper Towns,2015,"Adventure, Comedy, Drama",56.0,6.2,indie,6.1775,5.6,0.5775000000000006
0,0,7.604,5153,tt9784456,The Kissing Booth 2,2020,"Comedy, Romance",39.0,5.7,indie,6.652,3.9,2.7520000000000002
60000000,205754447,6.225,5151,tt3300542,London Has Fallen,2016,"Action, Thriller",28.0,5.9,indie,6.0625,2.8,3.2625
70000000,69633110,7.025,5148,tt11138512,The Northman,2022,"Action, Adventure, Drama",82.0,7.0,indie,7.0125,8.2,-1.1874999999999991
100000000,125897478,6.711,5116,tt6856242,The King's Man,2021,"Action, Adventure, Thriller",44.0,6.3,indie,6.5055,4.4,2.1054999999999993
9000000,155712077,6.542,5103,tt5886046,Escape Room,2019,"Action, Adventure, Horror",48.0,6.4,indie,6.471,4.8,1.6710000000000003
20000000,297242145,7.301,5101,tt4589218,Five Nights at Freddy's,2023,"Horror, Mystery, Thriller",33.0,5.4,indie,6.3505,3.3,3.0505000000000004
3000000,16976561,7.505,5100,tt6499752,Upgrade,2018,"Action, Sci-Fi, Thriller",67.0,7.5,indie,7.5024999999999995,6.7,0.8024999999999993
4000000,30000000,8.079,5062,tt4857264,The Invisible Guest,2016,"Crime, Drama, Mystery",,8.0,indie,8.0395,,
116000000,0,6.99,5025,tt2463208,The Adam Project,2022,"Action, Adventure, Comedy",55.0,6.7,indie,6.845000000000001,5.5,1.3450000000000006
50000000,179769467,7.005,4959,tt6294822,The Post,2018,"Biography, Drama, History",83.0,7.2,indie,7.1025,8.3,-1.1975000000000007
110000000,121790376,6.9,4957,tt1860357,Deepwater Horizon,2016,"Action, Drama, History",68.0,7.1,indie,7.0,6.8,0.20000000000000018
105000000,408579038,6.121,4928,tt3416828,Ice Age: Collision Course,2016,"Animation, Action, Adventure",34.0,5.7,indie,5.910500000000001,3.4,2.510500000000001
12000000,37600000,7.303,4916,tt2582782,Hell or High Water,2016,"Crime, Drama, Thriller",88.0,7.6,indie,7.451499999999999,8.8,-1.3485000000000014
12000000,180089109,7.019,4904,tt8760708,M3GAN,2022,"Horror, Sci-Fi, Thriller",72.0,6.3,indie,6.6594999999999995,7.2,-0.5405000000000006
1000000,0,6.729,4888,tt5022702,Hush,2016,"Horror, Thriller",67.0,6.6,indie,6.6645,6.7,-0.035499999999999865
70000000,0,7.096,4877,tt7556122,The Old Guard,2020,"Action, Thriller",70.0,6.7,indie,6.898,7.0,-0.10200000000000031
75000000,167635712,5.895,4876,tt5108870,Morbius,2022,"Action, Adventure, Horror",35.0,5.1,indie,5.4975,3.5,1.9974999999999996
24000000,0,6.256,4847,tt1618434,Murder Mystery,2019,"Crime, Mystery, Romance",38.0,6.1,indie,6.178,3.8,2.378
85000000,408402685,7.834,4837,tt6467266,Sing 2,2021,"Animation, Adventure, Comedy",49.0,7.3,indie,7.567,4.9,2.667
4000000,6170043,6.841,4798,tt3289956,The Autopsy of Jane Doe,2016,"Horror, Mystery, Thriller",65.0,6.8,indie,6.8205,6.5,0.3205
20000000,0,7.736,4788,tt1016150,All Quiet on the Western Front,2022,"Drama, History, War",76.0,7.8,indie,7.768,7.6,0.16800000000000015
3000000,57615635,7.763,4771,tt13833688,The Whale,2022,Drama,60.0,7.6,indie,7.6815,6.0,1.6814999999999998
150000000,571750016,7.048,4765,tt14539740,Godzilla X Kong: The New Empire,2024,"Action, Adventure, Fantasy",47.0,6.0,indie,6.524,4.7,1.8239999999999998
80000000,528600000,6.848,4746,tt5220122,Hotel Transylvania 3: Summer Vacation,2018,"Animation, Adventure, Comedy",54.0,6.3,indie,6.574,5.4,1.1739999999999995
0,0,8.22,4736,tt4729430,Klaus,2019,"Animation, Adventure, Comedy",65.0,8.2,indie,8.21,6.5,1.7100000000000009
3000000,17363261,7.146,4722,tt15325794,Fall,2022,"Action, Thriller",62.0,6.4,indie,6.773,6.2,0.5729999999999995
40000000,37357216,7.113,4708,tt3774114,Snowden,2016,"Biography, Crime, Drama",58.0,7.3,indie,7.2065,5.8,1.4065000000000003
80000000,350865342,7.169,4702,tt18412256,Alien: Romulus,2024,"Horror, Sci-Fi, Thriller",64.0,7.1,indie,7.134499999999999,6.4,0.7344999999999988
30000000,119942387,6.367,4696,tt1590193,The Commuter,2018,"Action, Mystery, Thriller",56.0,6.3,indie,6.3335,5.6,0.7335000000000003
105000000,142300000,6.244,4671,tt3717490,Power Rangers,2017,"Action, Adventure, Fantasy",44.0,5.9,indie,6.072,4.4,1.6719999999999997
0,32207491,7.853,4651,tt4901306,Perfect Strangers,2016,"Comedy, Drama, Thriller",,7.7,indie,7.7765,,
20000000,97644617,6.643,4634,tt7040874,A Simple Favor,2018,"Comedy, Crime, Mystery",67.0,6.7,indie,6.6715,6.7,-0.028500000000000192
11500000,94100000,5.938,4625,tt1860213,Dirty Grandpa,2016,Comedy,21.0,5.9,indie,5.9190000000000005,2.1,3.8190000000000004
18000000,40651864,5.52,4606,tt4287320,The Circle,2017,"Drama, Mystery, Sci-Fi",43.0,5.4,indie,5.46,4.3,1.1600000000000001
15700000,523542183,8.223,4596,tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,"Animation, Action, Adventure",72.0,8.2,indie,8.211500000000001,7.2,1.0115000000000007
0,28000000,8.254,4582,tt10431500,Miracle in Cell No. 7,2019,Drama,,8.2,indie,8.227,,
0,30819442,8.4,4580,tt5323662,A Silent Voice: The Movie,2016,"Animation, Drama",78.0,8.2,indie,8.3,7.8,0.5000000000000009
50000000,0,7.33,4573,tt3967856,Okja,2017,"Action, Adventure, Drama",75.0,7.3,indie,7.3149999999999995,7.5,-0.1850000000000005
3000000,10700000,7.004,4495,tt5715874,The Killing of a Sacred Deer,2017,"Drama, Horror, Mystery",73.0,7.0,indie,7.002,7.3,-0.29800000000000004
8500000,43528634,6.759,4486,tt1666801,The DUFF,2015,"Comedy, Romance",56.0,6.4,indie,6.5795,5.6,0.9795000000000007
0,0,7.134,4474,tt6412452,The Ballad of Buster Scruggs,2018,"Comedy, Drama, Musical",79.0,7.2,indie,7.167,7.9,-0.7330000000000005
90000000,190700000,6.193,4469,tt0993840,Army of the Dead,2021,"Action, Adventure, Crime",57.0,5.8,indie,5.996499999999999,5.7,0.2964999999999991
38000000,118102725,6.386,4441,tt4501244,Why Him?,2016,Comedy,39.0,6.2,indie,6.293,3.9,2.3930000000000002
50000000,126542249,6.858,4423,tt17279496,Civil War,2024,"Action, Thriller, War",75.0,7.0,indie,6.929,7.5,-0.5709999999999997
8575000,38600000,8.182,4401,tt4016934,The Handmaiden,2016,"Drama, Romance, Thriller",85.0,8.1,indie,8.141,8.5,-0.359
140000000,150680864,5.698,4394,tt2404233,Gods of Egypt,2016,"Action, Adventure, Drama",25.0,5.4,indie,5.549,2.5,3.0490000000000004
35000000,162619535,7.279,4372,tt15314262,The Beekeeper,2024,"Action, Crime, Thriller",53.0,6.3,indie,6.7895,5.3,1.4895000000000005
120000000,478937618,6.666,4348,tt16366836,Venom: The Last Dance,2024,"Action, Adventure, Horror",41.0,6.0,indie,6.333,4.1,2.2330000000000005
160000000,397378150,7.1,4346,tt11389872,Kingdom of the Planet of the Apes,2024,"Action, Adventure, Drama",66.0,6.8,indie,6.949999999999999,6.6,0.34999999999999964
200000000,454023,6.918,4337,tt1649418,The Gray Man,2022,"Action, Mystery, Thriller",49.0,6.5,indie,6.709,4.9,1.8089999999999993
25000000,42972994,7.054,4329,tt3569230,Legend,2015,"Biography, Crime, Drama",55.0,6.9,indie,6.977,5.5,1.4770000000000003
200000000,14400000,7.518,4315,tt9777666,The Tomorrow War,2021,"Action, Adventure, Drama",45.0,6.6,indie,7.058999999999999,4.5,2.5589999999999993
60000000,101134059,6.554,4313,tt2446980,Joy,2015,"Biography, Drama",56.0,6.6,indie,6.577,5.6,0.9770000000000003
26000000,154608856,6.687,4302,tt8079248,Yesterday,2019,"Comedy, Fantasy, Music",55.0,6.8,indie,6.7435,5.5,1.2435
9000000,18803648,7.152,4290,tt1878870,The Edge of Seventeen,2016,"Comedy, Drama, Romance",77.0,7.3,indie,7.226,7.7,-0.4740000000000002
20000000,183936074,6.485,4285,tt4651520,Bad Moms,2016,Comedy,60.0,6.2,indie,6.3425,6.0,0.34250000000000025
880000,75636047,7.571,4284,tt7668870,Searching,2018,"Drama, Mystery, Thriller",71.0,7.6,indie,7.5855,7.1,0.48550000000000004
90000000,137307235,6.41,4274,tt7657566,Death on the Nile,2022,"Crime, Drama, Mystery",52.0,6.3,indie,6.355,5.2,1.1550000000000002
50000000,91500000,6.535,4269,tt1206885,Rambo: Last Blood,2019,"Action, Crime, Thriller",26.0,6.1,indie,6.3175,2.6,3.7175
135000000,368871007,6.79,4268,tt2224026,Home,2015,"Animation, Adventure, Comedy",55.0,6.5,indie,6.645,5.5,1.1449999999999996
3500000,95330493,5.937,4239,tt6772950,Truth or Dare,2018,"Horror, Mystery, Thriller",35.0,5.2,indie,5.5685,3.5,2.0685000000000002
40000000,26620002,6.35,4239,tt4731136,A Cure for Wellness,2016,"Drama, Fantasy, Horror",47.0,6.4,indie,6.375,4.7,1.6749999999999998
294700000,383963057,6.511,4239,tt1462764,Indiana Jones and the Dial of Destiny,2023,"Action, Adventure, Sci-Fi",58.0,6.5,indie,6.5055,5.8,0.7054999999999998
200000000,158722599,7.394,4221,tt5537002,Killers of the Flower Moon,2023,"Crime, Drama, History",89.0,7.5,indie,7.447,8.9,-1.4530000000000003
0,0,6.761,4210,tt9495224,Black Mirror: Bandersnatch,2018,"Drama, Fantasy, Mystery",,7.1,indie,6.9305,,
65000000,215905815,7.439,4183,tt2850386,The Croods: A New Age,2020,"Animation, Adventure, Comedy",56.0,6.9,indie,7.1695,5.6,1.5695000000000006
4900000,149368835,6.374,4177,tt4786282,Lights Out,2016,"Horror, Mystery",58.0,6.3,indie,6.337,5.8,0.5369999999999999
40000000,0,4.273,4146,tt1241317,Death Note,2017,"Crime, Drama, Fantasy",43.0,4.5,indie,4.3865,4.3,0.08650000000000002
15000000,1140769,7.618,4144,tt6155172,Roma,2018,Drama,96.0,7.6,indie,7.609,9.6,-1.9909999999999997
0,0,7.731,4144,tt21909764,Culpa Mía,2023,"Drama, Romance",,6.1,indie,6.9155,,
35000000,75836683,6.949,4105,tt5052474,Sicario: Day of the Soldado,2018,"Action, Crime, Drama",61.0,7.1,indie,7.0245,6.1,0.9245000000000001
2500000,0,7.814,4078,tt3420504,Finch,2021,"Adventure, Drama, Sci-Fi",57.0,6.9,indie,7.357,5.7,1.657
73000000,349779543,6.3,4071,tt1985949,The Angry Birds Movie,2016,"Animation, Action, Adventure",43.0,6.3,indie,6.3,4.3,2.0
30000000,59284015,7.155,4056,tt4209788,Molly's Game,2017,"Biography, Crime, Drama",71.0,7.4,indie,7.2775,7.1,0.1775000000000002
74000000,192907684,6.454,4047,tt13320622,The Lost City,2022,"Action, Adventure, Comedy",60.0,6.1,indie,6.276999999999999,6.0,0.27699999999999925
1000000,14745049,6.714,4040,tt13560574,X,2022,"Horror, Mystery, Thriller",80.0,6.5,indie,6.607,8.0,-1.3929999999999998
80000000,104272136,7.028,4037,tt11858890,The Creator,2023,"Action, Adventure, Drama",63.0,6.7,indie,6.864,6.3,0.5640000000000001
31000000,104400000,6.307,4031,tt1524930,Vacation,2015,"Adventure, Comedy",34.0,6.2,indie,6.253500000000001,3.4,2.853500000000001
58000000,158952243,6.313,4017,tt1051904,Goosebumps,2015,"Adventure, Comedy, Family",60.0,6.3,indie,6.3065,6.0,0.3064999999999998
10000000,104223315,6.215,4006,tt3348730,Jigsaw,2017,"Horror, Mystery, Thriller",39.0,5.7,indie,5.9575,3.9,2.0574999999999997
11800000,40272135,7.492,3987,tt2402927,Carol,2015,"Drama, Romance",94.0,7.3,indie,7.396,9.4,-2.0040000000000004
10000000,73929392,5.974,3987,tt3882082,The Boy,2016,"Horror, Mystery, Thriller",42.0,6.0,indie,5.987,4.2,1.787
7000000,3400000,6.496,3974,tt1974419,The Neon Demon,2016,"Horror, Thriller",51.0,6.1,indie,6.298,5.1,1.1980000000000004
109000000,111200000,7.513,3972,tt7504726,The Call of the Wild,2020,"Adventure, Drama, Family",48.0,6.7,indie,7.1065000000000005,4.8,2.3065000000000007
0,0,6.396,3969,tt3748172,Gerald's Game,2017,"Drama, Horror, Thriller",77.0,6.5,indie,6.448,7.7,-1.2519999999999998
35000000,81093313,5.922,3965,tt3717252,Underworld: Blood Wars,2016,"Action, Crime, Drama",23.0,5.8,indie,5.861,2.3,3.561
0,0,6.189,3946,tt4225622,The Babysitter,2017,"Comedy, Horror",,6.4,indie,6.2945,,
45000000,83000000,6.679,3930,tt15671028,No Hard Feelings,2023,"Comedy, Romance",59.0,6.3,indie,6.4895,5.9,0.5894999999999992
43000000,22957625,7.269,3931,tt9639470,Last Night in Soho,2021,"Drama, Horror, Mystery",65.0,7.0,indie,7.1345,6.5,0.6345000000000001
40000000,146661977,6.6,3925,tt6189022,Angel Has Fallen,2019,"Action, Thriller",45.0,6.4,indie,6.5,4.5,2.0
32000000,31882724,6.842,3914,tt6628394,Bad Times at the El Royale,2018,"Crime, Drama, Mystery",60.0,7.1,indie,6.971,6.0,0.9710000000000001
100000000,30552111,7.4,3908,tt4244994,The Last Duel,2021,"Drama, History, Thriller",67.0,7.3,indie,7.35,6.7,0.6499999999999995
27000000,231252591,6.407,3883,tt8350360,Annabelle Comes Home,2019,"Horror, Mystery, Thriller",53.0,5.9,indie,6.1535,5.3,0.8535000000000004
90000000,146936910,6.017,3882,tt1618442,The Last Witch Hunter,2015,"Action, Adventure, Fantasy",34.0,5.9,indie,5.958500000000001,3.4,2.558500000000001
29000000,48453605,6.739,3880,tt5439796,Logan Lucky,2017,"Action, Comedy, Crime",78.0,7.0,indie,6.8695,7.8,-0.9304999999999994
200000000,226425420,6.867,3869,tt10298810,Lightyear,2022,"Animation, Action, Adventure",60.0,6.1,indie,6.483499999999999,6.0,0.4834999999999994
60000000,76249438,7.636,3856,tt4302938,Kubo and the Two Strings,2016,"Animation, Action, Adventure",84.0,7.7,indie,7.668,8.4,-0.7320000000000002
125000000,347337803,6.624,3855,tt1679335,Trolls,2016,"Animation, Adventure, Comedy",55.0,6.4,indie,6.5120000000000005,5.5,1.0120000000000005
3000000,5800000,6.919,3850,tt4034354,Swiss Army Man,2016,"Comedy, Drama, Fantasy",64.0,6.9,indie,6.9094999999999995,6.4,0.5094999999999992
4500000,91959188,7.141,3847,tt10638522,Talk to Me,2022,"Horror, Thriller",76.0,7.1,indie,7.1205,7.6,-0.4794999999999998
15000000,147256372,6.951,3834,tt13345606,Evil Dead Rise,2023,Horror,69.0,6.5,indie,6.7255,6.9,-0.1745000000000001
5150000,21700000,7.628,3826,tt10288566,Another Round,2020,"Comedy, Drama",79.0,7.7,indie,7.664,7.9,-0.23600000000000065
35000000,47756590,7.317,3811,tt5776858,Phantom Thread,2018,"Drama, Romance",90.0,7.4,indie,7.3585,9.0,-1.6414999999999997
70000000,191067560,7.3,3801,tt17024450,The Equalizer 3,2023,"Action, Crime, Thriller",58.0,6.8,indie,7.05,5.8,1.25
50000000,181805645,6.713,3801,tt5040012,Nosferatu,2024,"Fantasy, Horror, Mystery",78.0,7.1,indie,6.906499999999999,7.8,-0.8935000000000004
10000000,29820616,7.099,3789,tt3521126,The Disaster Artist,2017,"Biography, Comedy, Drama",76.0,7.3,indie,7.1995000000000005,7.6,-0.4004999999999992
5000000,1818417,7.336,3772,tt9484998,Palm Springs,2020,"Comedy, Fantasy, Mystery",83.0,7.4,indie,7.368,8.3,-0.9320000000000004
10000000,20379604,7.382,3763,tt9620292,Promising Young Woman,2020,"Crime, Drama, Mystery",72.0,7.5,indie,7.441,7.2,0.24099999999999966
67000000,49169594,6.068,3756,tt4682266,The New Mutants,2020,"Action, Horror, Mystery",43.0,5.3,indie,5.683999999999999,4.3,1.3839999999999995
50000000,55065289,5.577,3749,tt2274648,Hellboy,2019,"Action, Adventure, Fantasy",31.0,5.3,indie,5.4384999999999994,3.1,2.3384999999999994
40000000,125729635,6.068,3706,tt3522806,Mechanic: Resurrection,2016,"Action, Adventure, Thriller",38.0,5.8,indie,5.933999999999999,3.8,2.1339999999999995
110000000,134221819,6.411,3701,tt10151854,Shazam! Fury of the Gods,2023,"Action, Adventure, Comedy",47.0,5.9,indie,6.1555,4.7,1.4554999999999998
0,0,7.177,3701,tt7395114,The Devil All the Time,2020,"Crime, Drama, Thriller",55.0,7.1,indie,7.1385,5.5,1.6384999999999996
6000000,21029340,8.09,3696,tt10272386,The Father,2020,"Drama, Mystery",88.0,8.2,indie,8.145,8.8,-0.6550000000000011
146000000,67319703,6.271,3691,tt5834426,Moonfall,2022,"Action, Adventure, Sci-Fi",41.0,5.2,indie,5.7355,4.1,1.6355000000000004
